Subject,sentence,type,Reading,Label,seg_Start,seg_End,t_ms,pF0,Avg(Subj-file),diff
27,F,1,2,1,1330.142,1913.997,1800,119.999,140.76,-20.761
27,F,1,2,1,1330.142,1913.997,1810,134.544,140.76,-6.216
27,F,1,2,1,1330.142,1913.997,1820,144.987,140.76,4.227
27,F,1,2,1,1330.142,1913.997,1830,154.051,140.76,13.291
27,F,1,2,1,1330.142,1913.997,1840,162.735,140.76,21.975
27,F,1,2,1,1330.142,1913.997,1850,165.26,140.76,24.5
27,F,1,2,1,1330.142,1913.997,1860,166.463,140.76,25.703
27,F,1,2,1,1330.142,1913.997,1870,161.628,140.76,20.868
27,F,1,2,1,1330.142,1913.997,1880,152.218,140.76,11.458
27,F,1,2,1,1330.142,1913.997,1890,154.361,140.76,13.601
27,F,1,2,1,1330.142,1913.997,1900,182.579,140.76,41.819
27,F,1,2,1,1330.142,1913.997,1910,187.312,140.76,46.552
27,F,3,1,1,2604.032,2969.456,2600,158.254,140.76,17.494
27,F,3,1,1,2604.032,2969.456,2610,164.701,140.76,23.941
27,F,3,1,1,2604.032,2969.456,2620,169.662,140.76,28.902
27,F,3,1,1,2604.032,2969.456,2630,170.607,140.76,29.847
27,F,3,1,1,2604.032,2969.456,2640,167.56,140.76,26.8
27,F,3,1,1,2604.032,2969.456,2650,162.336,140.76,21.576
27,F,3,1,1,2604.032,2969.456,2660,149.478,140.76,8.718
27,F,3,1,1,2604.032,2969.456,2670,131.709,140.76,-9.051
27,F,3,1,1,2604.032,2969.456,2710,146.086,140.76,5.326
27,F,3,1,1,2604.032,2969.456,2720,146.086,140.76,5.326
27,F,3,1,1,2604.032,2969.456,2730,146.412,140.76,5.652
27,F,3,1,1,2604.032,2969.456,2740,141.877,140.76,1.117
27,F,3,1,1,2604.032,2969.456,2750,136.836,140.76,-3.924
27,F,3,1,1,2604.032,2969.456,2760,133.344,140.76,-7.416
27,F,3,1,1,2604.032,2969.456,2770,132.368,140.76,-8.392
27,F,3,1,1,2604.032,2969.456,2780,134.289,140.76,-6.471
27,F,3,1,1,2604.032,2969.456,2790,133.673,140.76,-7.087
27,F,3,1,1,2604.032,2969.456,2800,131.978,140.76,-8.782
27,F,3,1,1,2604.032,2969.456,2810,130.461,140.76,-10.299
27,F,3,1,1,2604.032,2969.456,2820,129.399,140.76,-11.361
27,F,3,1,1,2604.032,2969.456,2830,126.039,140.76,-14.721
27,F,3,1,1,2604.032,2969.456,2840,122.308,140.76,-18.452
27,F,3,1,1,2604.032,2969.456,2850,117.43,140.76,-23.33
